Agency/Label Name,Entity Type,Country,Artist Name,Genre,Contact/A&R Email,Website,Source,Notes
Columbia Records (Sony),Label,USA,Calvin Harris,Electronic / Pop,,https://columbiarecords.com,labels_agencies_roster,
Columbia Records (Sony),Label,USA,Harry Styles,Pop,,https://columbiarecords.com,labels_agencies_roster,
Columbia Records (Sony),Label,USA,George Ezra,Indie Pop,,https://columbiarecords.com,labels_agencies_roster,
Columbia Records (Sony),Label,USA,Central Cee,Hip-Hop,,https://columbiarecords.com,labels_agencies_roster,
Dead Oceans,Label,USA,Japanese Breakfast,Indie Pop,,https://deadoceans.com,labels_agencies_roster,
Dead Oceans,Label,USA,Mitski,Indie Rock,,https://deadoceans.com,labels_agencies_roster,
Dead Oceans,Label,USA,Khruangbin,Psychedelic / Funk,,https://deadoceans.com,labels_agencies_roster,
Dead Oceans,Label,USA,Phoebe Bridgers,Indie Folk,,https://deadoceans.com,labels_agencies_roster,
Dead Oceans,Label,USA,Bright Eyes,Indie Folk,,https://deadoceans.com,labels_agencies_roster,
Dead Oceans,Label,USA,Toro y Moi,Chillwave / Indie,,https://deadoceans.com,labels_agencies_roster,
Dead Oceans,Label,USA,Kevin Morby,Indie Rock,,https://deadoceans.com,labels_agencies_roster,
Dead Oceans,Label,USA,Cassandra Jenkins,Indie Folk,,https://deadoceans.com,labels_agencies_roster,
Dead Oceans,Label,USA,Wednesday,Country / Indie,,https://deadoceans.com,labels_agencies_roster,
Dead Oceans,Label,USA,Slowdive,Shoegaze,,https://deadoceans.com,labels_agencies_roster,
Dead Oceans,Label,USA,Durand Jones & The Indications,Soul,,https://deadoceans.com,labels_agencies_roster,
Dead Oceans,Label,USA,Avalon Emerson,Electronic,,https://deadoceans.com,labels_agencies_roster,
Dead Oceans,Label,USA,Scowl,Hardcore,,https://deadoceans.com,labels_agencies_roster,
Dead Oceans,Label,USA,Fenne Lily,Indie Folk,,https://deadoceans.com,labels_agencies_roster,
Dead Oceans,Label,USA,Devendra Banhart,Freak Folk,,https://deadoceans.com,labels_agencies_roster,
Def Jam Recordings (UMG),Label,USA,Rihanna,Pop / R&B,,https://defjam.com,labels_agencies_roster,
Def Jam Recordings (UMG),Label,USA,Justin Bieber,Pop,,https://defjam.com,labels_agencies_roster,
Def Jam Recordings (UMG),Label,USA,Alessia Cara,Pop,,https://defjam.com,labels_agencies_roster,
Def Jam Recordings (UMG),Label,USA,Coco Jones,R&B,,https://defjam.com,labels_agencies_roster,
Def Jam Recordings (UMG),Label,USA,Logic,Hip-Hop,,https://defjam.com,labels_agencies_roster,
Domino Recording Co.,Label,UK,Arctic Monkeys,Indie Rock,,https://dominomusic.com,labels_agencies_roster,
Domino Recording Co.,Label,UK,Franz Ferdinand,Indie Rock,,https://dominomusic.com,labels_agencies_roster,
Domino Recording Co.,Label,UK,Hot Chip,Electronic,,https://dominomusic.com,labels_agencies_roster,
Domino Recording Co.,Label,UK,Jon Hopkins,Electronic,,https://dominomusic.com,labels_agencies_roster,
Domino Recording Co.,Label,UK,Georgia,Pop / Electronic,,https://dominomusic.com,labels_agencies_roster,
Domino Recording Co.,Label,UK,Anna Calvi,Art Rock,,https://dominomusic.com,labels_agencies_roster,
Domino Recording Co.,Label,UK,Animal Collective,Experimental,,https://dominomusic.com,labels_agencies_roster,
Domino Recording Co.,Label,UK,Cat Power,Indie Folk,,https://dominomusic.com,labels_agencies_roster,
Domino Recording Co.,Label,UK,Cinematic Orchestra,Electronic / Jazz,,https://dominomusic.com,labels_agencies_roster,
Domino Recording Co.,Label,UK,Dirty Projectors,Indie,,https://dominomusic.com,labels_agencies_roster,
Domino Recording Co.,Label,UK,Fat White Family,Indie Rock,,https://dominomusic.com,labels_agencies_roster,
Domino Recording Co.,Label,UK,Alex G,Indie,,https://dominomusic.com,labels_agencies_roster,
Domino Recording Co.,Label,UK,Cass McCombs,Indie Folk,,https://dominomusic.com,labels_agencies_roster,
Domino Recording Co.,Label,UK,Daniel Avery,Electronic,,https://dominomusic.com,labels_agencies_roster,
Domino Recording Co.,Label,UK,Ela Minus,Electronic,,https://dominomusic.com,labels_agencies_roster,
Domino Recording Co.,Label,UK,Superorganism,Indie Pop,,https://dominomusic.com,labels_agencies_roster,
Domino Recording Co.,Label,UK,Fat Dog,Indie,,https://dominomusic.com,labels_agencies_roster,
Domino Recording Co.,Label,UK,Blood Orange,R&B / Pop,,https://dominomusic.com,labels_agencies_roster,
Elektra Records (WMG),Label,USA,twenty one pilots,Pop / Alternative,,https://elektra.com,labels_agencies_roster,
Elektra Records (WMG),Label,USA,Brandi Carlile,Americana / Folk,,https://elektra.com,labels_agencies_roster,
Elektra Records (WMG),Label,USA,Fitz and The Tantrums,Pop / Funk,,https://elektra.com,labels_agencies_roster,
Elektra Records (WMG),Label,USA,Tones and I,Pop,,https://elektra.com,labels_agencies_roster,
Elektra Records (WMG),Label,USA,Kaleo,Indie Rock,,https://elektra.com,labels_agencies_roster,
Elektra Records (WMG),Label,USA,Slipknot,Metal,,https://elektra.com,labels_agencies_roster,
Epic Records (Sony),Label,USA,Travis Scott,Hip-Hop,,https://epicrecords.com,labels_agencies_roster,
Epic Records (Sony),Label,USA,Future,Hip-Hop,,https://epicrecords.com,labels_agencies_roster,
Epic Records (Sony),Label,USA,21 Savage,Hip-Hop,,https://epicrecords.com,labels_agencies_roster,
Epic Records (Sony),Label,USA,Tyla,Afropop / R&B,,https://epicrecords.com,labels_agencies_roster,
Epic Records (Sony),Label,USA,Giveon,R&B,,https://epicrecords.com,labels_agencies_roster,
Epic Records (Sony),Label,USA,Fiona Apple,Art Pop,,https://epicrecords.com,labels_agencies_roster,
Epic Records (Sony),Label,USA,Zara Larsson,Pop,,https://epicrecords.com,labels_agencies_roster,
Hyperdub,Label,UK,Burial,Electronic,,https://hyperdub.net,labels_agencies_roster,
Hyperdub,Label,UK,Jessy Lanza,Electronic,,https://hyperdub.net,labels_agencies_roster,
Hyperdub,Label,UK,Laurel Halo,Electronic,,https://hyperdub.net,labels_agencies_roster,
Hyperdub,Label,UK,Loraine James,Electronic,,https://hyperdub.net,labels_agencies_roster,
Hyperdub,Label,UK,Klein,Electronic / Experimental,,https://hyperdub.net,labels_agencies_roster,
Hyperdub,Label,UK,Ikonika,Electronic,,https://hyperdub.net,labels_agencies_roster,
Hyperdub,Label,UK,Fatima Al Qadiri,Electronic,,https://hyperdub.net,labels_agencies_roster,
Hyperdub,Label,UK,aya,Electronic / Experimental,,https://hyperdub.net,labels_agencies_roster,
Hyperdub,Label,UK,Nazar,Electronic,,https://hyperdub.net,labels_agencies_roster,
Hyperdub,Label,UK,Foodman,Electronic / Footwork,,https://hyperdub.net,labels_agencies_roster,
Interscope Records (UMG),Label,USA,Lady Gaga,Pop,,https://interscope.com,labels_agencies_roster,
Interscope Records (UMG),Label,USA,Billie Eilish,Pop,,https://interscope.com,labels_agencies_roster,
Interscope Records (UMG),Label,USA,Olivia Rodrigo,Pop,,https://interscope.com,labels_agencies_roster,
Interscope Records (UMG),Label,USA,Kendrick Lamar,Hip-Hop,,https://interscope.com,labels_agencies_roster,
Interscope Records (UMG),Label,USA,Lana Del Rey,Indie Pop,,https://interscope.com,labels_agencies_roster,
Interscope Records (UMG),Label,USA,Eminem,Hip-Hop,,https://interscope.com,labels_agencies_roster,
Interscope Records (UMG),Label,USA,Dr. Dre,Hip-Hop,,https://interscope.com,labels_agencies_roster,
Interscope Records (UMG),Label,USA,Imagine Dragons,Pop Rock,,https://interscope.com,labels_agencies_roster,
Interscope Records (UMG),Label,USA,Selena Gomez,Pop,,https://interscope.com,labels_agencies_roster,
Interscope Records (UMG),Label,USA,Blackpink,K-Pop,,https://interscope.com,labels_agencies_roster,
Interscope Records (UMG),Label,USA,Playboi Carti,Hip-Hop,,https://interscope.com,labels_agencies_roster,
Island Records (UMG),Label,UK/USA,Hozier,Indie Folk / Soul,,https://islandrecords.co.uk,labels_agencies_roster,
Island Records (UMG),Label,UK/USA,Dermot Kennedy,Indie Folk,,https://islandrecords.co.uk,labels_agencies_roster,
Island Records (UMG),Label,UK/USA,Sabrina Carpenter,Pop,,https://islandrecords.co.uk,labels_agencies_roster,
Island Records (UMG),Label,UK/USA,Shawn Mendes,Pop,,https://islandrecords.co.uk,labels_agencies_roster,
Island Records (UMG),Label,UK/USA,Suki Waterhouse,Indie Pop,,https://islandrecords.co.uk,labels_agencies_roster,
ITB (International Talent Booking),Label,UK,Aerosmith,Hard Rock,,https://www.itb.co.uk,agent,
ITB (International Talent Booking),Label,UK,Biffy Clyro,Rock / Alt Rock,,https://www.itb.co.uk,agent,
ITB (International Talent Booking),Label,UK,Maroon 5,Pop Rock,,https://www.itb.co.uk,agent,
ITB (International Talent Booking),Label,UK,Lenny Kravitz,Rock / Funk,,https://www.itb.co.uk,agent,
ITB (International Talent Booking),Label,UK,Neil Young,Rock / Folk Rock,,https://www.itb.co.uk,agent,
ITB (International Talent Booking),Label,UK,Pearl Jam,Alternative Rock / Grunge,,https://www.itb.co.uk,agent,
ITB (International Talent Booking),Label,UK,Adele,Pop / Soul,,https://www.itb.co.uk,agent,
ITB (International Talent Booking),Label,UK,Mumford & Sons,Folk Rock,,https://www.itb.co.uk,agent,
ITB (International Talent Booking),Label,UK,Morrissey,Indie Rock / Post-Punk,,https://www.itb.co.uk,agent,
ITB (International Talent Booking),Label,UK,Fountains of Wayne,Power Pop / Rock,,https://www.itb.co.uk,agent,
ITB (International Talent Booking),Label,UK,Emiliana Torrini,Indie Pop / Folk,,https://www.itb.co.uk,agent,
Jagjaguwar,Label,USA,Bon Iver,Indie Folk,,https://jagjaguwar.com,labels_agencies_roster,
Jagjaguwar,Label,USA,Unknown Mortal Orchestra,Psychedelic Pop,,https://jagjaguwar.com,labels_agencies_roster,
Jagjaguwar,Label,USA,Sharon Van Etten,Indie Rock,,https://jagjaguwar.com,labels_agencies_roster,
Jagjaguwar,Label,USA,Angel Olsen,Indie Rock,,https://jagjaguwar.com,labels_agencies_roster,
Jagjaguwar,Label,USA,Dinosaur Jr.,Alternative Rock,,https://jagjaguwar.com,labels_agencies_roster,
Jagjaguwar,Label,USA,Jamila Woods,R&B / Soul,,https://jagjaguwar.com,labels_agencies_roster,
Jagjaguwar,Label,USA,Moses Sumney,R&B / Art Pop,,https://jagjaguwar.com,labels_agencies_roster,
Jagjaguwar,Label,USA,Lonnie Holley,Experimental / Folk,,https://jagjaguwar.com,labels_agencies_roster,
Jagjaguwar,Label,USA,Gia Margaret,Dream Pop,,https://jagjaguwar.com,labels_agencies_roster,
Jagjaguwar,Label,USA,They Hate Change,Hip-Hop,,https://jagjaguwar.com,labels_agencies_roster,
Jagjaguwar,Label,USA,Chanel Beads,Electronic,,https://jagjaguwar.com,labels_agencies_roster,
Matador Records,Label,USA,Yo La Tengo,Indie Rock,,https://matadorrecords.com,labels_agencies_roster,
Matador Records,Label,USA,Snail Mail,Indie Rock,,https://matadorrecords.com,labels_agencies_roster,
Matador Records,Label,USA,Perfume Genius,Art Pop,,https://matadorrecords.com,labels_agencies_roster,
Matador Records,Label,USA,Car Seat Headrest,Indie Rock,,https://matadorrecords.com,labels_agencies_roster,
Matador Records,Label,USA,Kim Gordon,Noise / Art Rock,,https://matadorrecords.com,labels_agencies_roster,
Matador Records,Label,USA,Interpol,Post-Punk,,https://matadorrecords.com,labels_agencies_roster,
Matador Records,Label,USA,Lucy Dacus,Indie Folk,,https://matadorrecords.com,labels_agencies_roster,
Matador Records,Label,USA,Horsegirl,Indie Rock,,https://matadorrecords.com,labels_agencies_roster,
Matador Records,Label,USA,bar italia,Post-Punk,,https://matadorrecords.com,labels_agencies_roster,
Matador Records,Label,USA,Kurt Vile,Indie Rock,,https://matadorrecords.com,labels_agencies_roster,
Matador Records,Label,USA,Spoon,Indie Rock,,https://matadorrecords.com,labels_agencies_roster,
Matador Records,Label,USA,Mdou Moctar,Tuareg / Rock,,https://matadorrecords.com,labels_agencies_roster,
Matador Records,Label,USA,Pavement,Indie Rock,,https://matadorrecords.com,labels_agencies_roster,
Matador Records,Label,USA,Cat Power,Indie Folk,,https://matadorrecords.com,labels_agencies_roster,
Matador Records,Label,USA,Algiers,Post-Punk,,https://matadorrecords.com,labels_agencies_roster,
Matador Records,Label,USA,Water From Your Eyes,Experimental,,https://matadorrecords.com,labels_agencies_roster,
Matador Records,Label,USA,courtney barnett,Indie Rock,,https://matadorrecords.com,labels_agencies_roster,
Merge Records,Label,USA,Superchunk,Indie Rock,,https://mergerecords.com,labels_agencies_roster,
Merge Records,Label,USA,Neutral Milk Hotel,Indie Folk,,https://mergerecords.com,labels_agencies_roster,
Merge Records,Label,USA,The New Pornographers,Indie Rock,,https://mergerecords.com,labels_agencies_roster,
Merge Records,Label,USA,Magnetic Fields,Indie Pop,,https://mergerecords.com,labels_agencies_roster,
Merge Records,Label,USA,Caribou,Electronic / Psychedelic,,https://mergerecords.com,labels_agencies_roster,
Merge Records,Label,USA,Camera Obscura,Indie Pop,,https://mergerecords.com,labels_agencies_roster,
Merge Records,Label,USA,Destroyer,Indie,,https://mergerecords.com,labels_agencies_roster,
Merge Records,Label,USA,Bob Mould,Indie Rock,,https://mergerecords.com,labels_agencies_roster,
Merge Records,Label,USA,Teenage Fanclub,Indie Pop,,https://mergerecords.com,labels_agencies_roster,
Merge Records,Label,USA,Hiss Golden Messenger,Americana,,https://mergerecords.com,labels_agencies_roster,
Merge Records,Label,USA,Mikal Cronin,Indie Rock,,https://mergerecords.com,labels_agencies_roster,
Merge Records,Label,USA,Fucked Up,Hardcore Punk,,https://mergerecords.com,labels_agencies_roster,
Merge Records,Label,USA,Lambchop,Alternative Country,,https://mergerecords.com,labels_agencies_roster,
Ninja Tune,Label,UK,Bonobo,Electronic,,https://ninjatune.net,labels_agencies_roster,
Ninja Tune,Label,UK,Floating Points,Electronic / Jazz,,https://ninjatune.net,labels_agencies_roster,
Ninja Tune,Label,UK,Bicep,Electronic,,https://ninjatune.net,labels_agencies_roster,
Ninja Tune,Label,UK,Young Fathers,Hip-Hop / Alternative,,https://ninjatune.net,labels_agencies_roster,
Ninja Tune,Label,UK,Sampa The Great,Hip-Hop,,https://ninjatune.net,labels_agencies_roster,
Ninja Tune,Label,UK,Cinematic Orchestra,Electronic / Jazz,,https://ninjatune.net,labels_agencies_roster,
Ninja Tune,Label,UK,Black Country New Road,Indie Rock,,https://ninjatune.net,labels_agencies_roster,
Ninja Tune,Label,UK,ODESZA,Electronic,,https://ninjatune.net,labels_agencies_roster,
Ninja Tune,Label,UK,Maribou State,Electronic,,https://ninjatune.net,labels_agencies_roster,
Ninja Tune,Label,UK,Nilufer Yanya,Indie,,https://ninjatune.net,labels_agencies_roster,
Ninja Tune,Label,UK,Peggy Gou,Electronic,,https://ninjatune.net,labels_agencies_roster,
Ninja Tune,Label,UK,Barry Can't Swim,Electronic,,https://ninjatune.net,labels_agencies_roster,
Ninja Tune,Label,UK,Jordan Rakei,Soul / R&B,,https://ninjatune.net,labels_agencies_roster,
Ninja Tune,Label,UK,Little Dragon,Electronic / Pop,,https://ninjatune.net,labels_agencies_roster,
Ninja Tune,Label,UK,Tycho,Electronic,,https://ninjatune.net,labels_agencies_roster,
Ninja Tune,Label,UK,Modeselektor,Electronic,,https://ninjatune.net,labels_agencies_roster,
Ninja Tune,Label,UK,Glass Beams,Psychedelic / Rock,,https://ninjatune.net,labels_agencies_roster,
Ninja Tune,Label,UK,TSHA,Electronic,,https://ninjatune.net,labels_agencies_roster,
Ninja Tune,Label,UK,PVA,Electronic / Post-Punk,,https://ninjatune.net,labels_agencies_roster,
Ninja Tune,Label,UK,Metronomy,Indie Pop / Electronic,,https://ninjatune.net,labels_agencies_roster,
Ninja Tune,Label,UK,Amon Tobin,Electronic,,https://ninjatune.net,labels_agencies_roster,
Ninja Tune,Label,UK,yeule,Dream Pop / Electronic,,https://ninjatune.net,labels_agencies_roster,
Parlophone (WMG),Label,UK,Coldplay,Alternative,,https://parlophonerecords.com,labels_agencies_roster,
Parlophone (WMG),Label,UK,Gorillaz,Alternative / Electronic,,https://parlophonerecords.com,labels_agencies_roster,
Parlophone (WMG),Label,UK,PinkPantheress,Pop / Dance,,https://parlophonerecords.com,labels_agencies_roster,
Parlophone (WMG),Label,UK,Victoria Canal,Pop,,https://parlophonerecords.com,labels_agencies_roster,
Parlophone (WMG),Label,UK,David Guetta,Electronic,,https://parlophonerecords.com,labels_agencies_roster,
Polydor (UMG),Label,UK,Ellie Goulding,Pop,,https://polydor.co.uk,labels_agencies_roster,
Polydor (UMG),Label,UK,Mabel,Pop,,https://polydor.co.uk,labels_agencies_roster,
Polydor (UMG),Label,UK,Olivia Dean,Soul / Pop,,https://polydor.co.uk,labels_agencies_roster,
Polydor (UMG),Label,UK,Kaiser Chiefs,Indie Rock,,https://polydor.co.uk,labels_agencies_roster,
Primary Talent International,Label,UK,The 1975,Indie Pop / Alt Rock,,https://primarytalent.com,agent,
Primary Talent International,Label,UK,Noel Gallagher's High Flying Birds,Indie Rock,,https://primarytalent.com,agent,
Primary Talent International,Label,UK,alt-J,Indie Rock / Art Rock,,https://primarytalent.com,agent,
Primary Talent International,Label,UK,Rina Sawayama,Pop / Art Pop,,https://primarytalent.com,agent,
Primary Talent International,Label,UK,Catfish and the Bottlemen,Indie Rock,,https://primarytalent.com,agent,
Primary Talent International,Label,UK,Beabadoobee,Indie Pop / Dream Pop,,https://primarytalent.com,agent,
Primary Talent International,Label,UK,Mitski,Indie Rock / Art Pop,,https://primarytalent.com,agent,
Primary Talent International,Label,UK,Kings of Leon,Rock,,https://primarytalent.com,agent,
Primary Talent International,Label,UK,Pet Shop Boys,Synth-Pop / Electronic,,https://primarytalent.com,agent,
Primary Talent International,Label,UK,Patti Smith,Punk Rock / Poetry,,https://primarytalent.com,agent,
Primary Talent International,Label,UK,Regina Spektor,Indie Pop / Singer-Songwriter,,https://primarytalent.com,agent,
Primary Talent International,Label,UK,Rufus Wainwright,Pop / Classical,,https://primarytalent.com,agent,
Primary Talent International,Label,UK,Basement Jaxx,Electronic / Dance,,https://primarytalent.com,agent,
Primary Talent International,Label,UK,Boys Noize,Techno / Electronic,,https://primarytalent.com,agent,
Primary Talent International,Label,UK,Justice,Electronic / French House,,https://primarytalent.com,agent,
Primary Talent International,Label,UK,A-Trak,Hip-Hop / DJ / Electronic,,https://primarytalent.com,agent,
Primary Talent International,Label,UK,Indigo Girls,Folk Rock,,https://primarytalent.com,agent,
Primary Talent International,Label,UK,Imogen Heap,Electronic / Art Pop,,https://primarytalent.com,agent,
Primary Talent International,Label,UK,Ethel Cain,Dark Pop / Alternative,,https://primarytalent.com,agent,
Primary Talent International,Label,UK,Steve Winwood,Rock / R&B,,https://primarytalent.com,agent,
Primary Talent International,Label,UK,Engelbert Humperdinck,Pop / Easy Listening,,https://primarytalent.com,agent,
Primary Talent International,Label,UK,GRiZ,Funk / Electronic,,https://primarytalent.com,agent,
Primary Talent International,Label,UK,Kneecap,Irish Rap,,https://primarytalent.com,agent,
Primary Talent International,Label,UK,REZZ,Techno / Electronic,,https://primarytalent.com,agent,
Primary Talent International,Label,UK,Slowdive,Shoegaze / Dream Pop,,https://primarytalent.com,agent,
RCA Records (Sony),Label,USA,Beyonce,Pop / R&B,,https://rcarecords.com,labels_agencies_roster,
RCA Records (Sony),Label,USA,SZA,R&B,,https://rcarecords.com,labels_agencies_roster,
RCA Records (Sony),Label,USA,Doja Cat,Pop / Hip-Hop,,https://rcarecords.com,labels_agencies_roster,
RCA Records (Sony),Label,USA,Travis Scott,Hip-Hop,,https://rcarecords.com,labels_agencies_roster,
RCA Records (Sony),Label,USA,Miley Cyrus,Pop,,https://rcarecords.com,labels_agencies_roster,
RCA Records (Sony),Label,USA,Pink,Pop / Rock,,https://rcarecords.com,labels_agencies_roster,
RCA Records (Sony),Label,USA,H.E.R.,R&B,,https://rcarecords.com,labels_agencies_roster,
RCA Records (Sony),Label,USA,Lil Nas X,Pop / Hip-Hop,,https://rcarecords.com,labels_agencies_roster,
RCA Records (Sony),Label,USA,Myles Smith,Indie Pop,,https://rcarecords.com,labels_agencies_roster,
RCA Records (Sony),Label,USA,Bring Me The Horizon,Rock,,https://rcarecords.com,labels_agencies_roster,
RCA Records (Sony),Label,USA,Sleep Token,Metal,,https://rcarecords.com,labels_agencies_roster,
Republic Records (UMG),Label,USA,Taylor Swift,Pop,,https://republicrecords.com,labels_agencies_roster,
Republic Records (UMG),Label,USA,Drake,Hip-Hop,,https://republicrecords.com,labels_agencies_roster,
Republic Records (UMG),Label,USA,The Weeknd,R&B / Pop,,https://republicrecords.com,labels_agencies_roster,
Republic Records (UMG),Label,USA,Ariana Grande,Pop,,https://republicrecords.com,labels_agencies_roster,
Republic Records (UMG),Label,USA,Nicki Minaj,Hip-Hop,,https://republicrecords.com,labels_agencies_roster,
Republic Records (UMG),Label,USA,Post Malone,Pop / Hip-Hop,,https://republicrecords.com,labels_agencies_roster,
Republic Records (UMG),Label,USA,Florence + the Machine,Indie Rock,,https://republicrecords.com,labels_agencies_roster,
Republic Records (UMG),Label,USA,Lorde,Pop,,https://republicrecords.com,labels_agencies_roster,
Republic Records (UMG),Label,USA,Glass Animals,Indie Pop,,https://republicrecords.com,labels_agencies_roster,
Republic Records (UMG),Label,USA,Kid Cudi,Hip-Hop,,https://republicrecords.com,labels_agencies_roster,
Republic Records (UMG),Label,USA,AP Dhillon,Punjabi Pop,,https://republicrecords.com,labels_agencies_roster,
Republic Records (UMG),Label,USA,Metro Boomin,Hip-Hop / Production,,https://republicrecords.com,labels_agencies_roster,
Republic Records (UMG),Label,USA,Lil Wayne,Hip-Hop,,https://republicrecords.com,labels_agencies_roster,
Republic Records (UMG),Label,USA,Greta Van Fleet,Rock,,https://republicrecords.com,labels_agencies_roster,
Rough Trade Records,Label,UK,Pulp,Indie / Britpop,,https://roughtraderecords.com,labels_agencies_roster,
Rough Trade Records,Label,UK,Sleaford Mods,Electronic / Post-Punk,,https://roughtraderecords.com,labels_agencies_roster,
Rough Trade Records,Label,UK,Parquet Courts,Indie Rock,,https://roughtraderecords.com,labels_agencies_roster,
Rough Trade Records,Label,UK,Geordie Greep,Indie,,https://roughtraderecords.com,labels_agencies_roster,
Rough Trade Records,Label,UK,Lankum,Folk,,https://roughtraderecords.com,labels_agencies_roster,
Rough Trade Records,Label,UK,Amyl and the Sniffers,Punk,,https://roughtraderecords.com,labels_agencies_roster,
Rough Trade Records,Label,UK,black midi,Indie Rock,,https://roughtraderecords.com,labels_agencies_roster,
Rough Trade Records,Label,UK,caroline,Post-Rock,,https://roughtraderecords.com,labels_agencies_roster,
Rough Trade Records,Label,UK,SPECIAL INTEREST,Post-Punk,,https://roughtraderecords.com,labels_agencies_roster,
Rough Trade Records,Label,UK,Jockstrap,Experimental Pop,,https://roughtraderecords.com,labels_agencies_roster,
Rough Trade Records,Label,UK,Pinegrove,Indie Folk,,https://roughtraderecords.com,labels_agencies_roster,
Rough Trade Records,Label,UK,Lisa O'Neill,Folk,,https://roughtraderecords.com,labels_agencies_roster,
Runway Artists,Label,UK,A Certain Ratio,Post-Punk / Dance,,https://runwayartists.com,agent,
Runway Artists,Label,UK,Lanterns on the Lake,Indie Folk / Dream Pop,,https://runwayartists.com,agent,
Runway Artists,Label,UK,Sleeper,Britpop / Indie Rock,,https://runwayartists.com,agent,
Runway Artists,Label,UK,Helmet,Alternative Metal,,https://runwayartists.com,agent,
Runway Artists,Label,UK,Midge Ure,Synth-Pop / New Wave,,https://runwayartists.com,agent,
Runway Artists,Label,UK,Ned's Atomic Dustbin,Alternative Rock,,https://runwayartists.com,agent,
Runway Artists,Label,UK,Martina Topley Bird,Soul / Trip-Hop,,https://runwayartists.com,agent,
Runway Artists,Label,UK,Bella Hardy,Folk,,https://runwayartists.com,agent,
Runway Artists,Label,UK,Maz O'Connor,Folk,,https://runwayartists.com,agent,
Secretly Canadian,Label,USA,Baby Rose,R&B,,https://secretlycanadian.com,labels_agencies_roster,
Secretly Canadian,Label,USA,Faye Webster,Indie Pop,,https://secretlycanadian.com,labels_agencies_roster,
Secretly Canadian,Label,USA,Yeah Yeah Yeahs,Indie Rock,,https://secretlycanadian.com,labels_agencies_roster,
Secretly Canadian,Label,USA,Cherry Glazerr,Indie Rock,,https://secretlycanadian.com,labels_agencies_roster,
Secretly Canadian,Label,USA,ANOHNI,Art Pop,,https://secretlycanadian.com,labels_agencies_roster,
Secretly Canadian,Label,USA,Whitney,Indie Rock,,https://secretlycanadian.com,labels_agencies_roster,
Secretly Canadian,Label,USA,serpentwithfeet,R&B,,https://secretlycanadian.com,labels_agencies_roster,
Secretly Canadian,Label,USA,Stella Donnelly,Indie Pop,,https://secretlycanadian.com,labels_agencies_roster,
Secretly Canadian,Label,USA,Porridge Radio,Indie Rock,,https://secretlycanadian.com,labels_agencies_roster,
Secretly Canadian,Label,USA,Jens Lekman,Indie Pop,,https://secretlycanadian.com,labels_agencies_roster,
Secretly Canadian,Label,USA,Skullcrusher,Indie Folk,,https://secretlycanadian.com,labels_agencies_roster,
Secretly Canadian,Label,USA,Hatchie,Dream Pop,,https://secretlycanadian.com,labels_agencies_roster,
Secretly Canadian,Label,USA,Damien Jurado,Indie Folk,,https://secretlycanadian.com,labels_agencies_roster,
Secretly Canadian,Label,USA,The War On Drugs,Indie Rock,,https://secretlycanadian.com,labels_agencies_roster,
Stones Throw Records,Label,USA,Madlib,Hip-Hop,,https://stonesthrow.com,labels_agencies_roster,
Stones Throw Records,Label,USA,J Dilla,Hip-Hop,,https://stonesthrow.com,labels_agencies_roster,
Stones Throw Records,Label,USA,Sudan Archives,R&B / Experimental,,https://stonesthrow.com,labels_agencies_roster,
Stones Throw Records,Label,USA,NxWorries,R&B / Hip-Hop,,https://stonesthrow.com,labels_agencies_roster,
Stones Throw Records,Label,USA,Mild High Club,Psychedelic Pop,,https://stonesthrow.com,labels_agencies_roster,
Stones Throw Records,Label,USA,Mayer Hawthorne,Pop / Soul,,https://stonesthrow.com,labels_agencies_roster,
Stones Throw Records,Label,USA,DāM-FunK,Funk / Electronic,,https://stonesthrow.com,labels_agencies_roster,
Stones Throw Records,Label,USA,Knxwledge,Hip-Hop / Production,,https://stonesthrow.com,labels_agencies_roster,
Stones Throw Records,Label,USA,Benny Sings,Pop,,https://stonesthrow.com,labels_agencies_roster,
Stones Throw Records,Label,USA,Los Retros,Indie Pop,,https://stonesthrow.com,labels_agencies_roster,
Stones Throw Records,Label,USA,Kiefer,Jazz,,https://stonesthrow.com,labels_agencies_roster,
Stones Throw Records,Label,USA,Mndsgn,Electronic / Hip-Hop,,https://stonesthrow.com,labels_agencies_roster,
Stones Throw Records,Label,USA,Automatic,Post-Punk,,https://stonesthrow.com,labels_agencies_roster,
Stones Throw Records,Label,USA,John Carroll Kirby,Jazz / Electronic,,https://stonesthrow.com,labels_agencies_roster,
Stones Throw Records,Label,USA,Jerry Paper,Pop,,https://stonesthrow.com,labels_agencies_roster,
Stones Throw Records,Label,USA,Homeboy Sandman,Hip-Hop,,https://stonesthrow.com,labels_agencies_roster,
Stones Throw Records,Label,USA,Guilty Simpson,Hip-Hop,,https://stonesthrow.com,labels_agencies_roster,
Stones Throw Records,Label,USA,Koushik,Electronic / Hip-Hop,,https://stonesthrow.com,labels_agencies_roster,
Sub Pop,Label,USA,Fleet Foxes,Indie Folk,,https://subpop.com,labels_agencies_roster,
Sub Pop,Label,USA,Beach House,Dream Pop,,https://subpop.com,labels_agencies_roster,
Sub Pop,Label,USA,The Postal Service,Indie Electronic,,https://subpop.com,labels_agencies_roster,
Sub Pop,Label,USA,Sleater-Kinney,Indie Rock,,https://subpop.com,labels_agencies_roster,
Sub Pop,Label,USA,Father John Misty,Indie Folk,,https://subpop.com,labels_agencies_roster,
